cod_interno,titulo,precio_base_archivo,precio_lista_firestore,precio_mayorista_old,precio_mayorista_new,precio_negocio_old,precio_negocio_new,precio_persona_natural_old,precio_persona_natural_new,precio_nuevos_old,precio_nuevos_new,es_excepcion_KQ,estado
"GG110","Vinilo Tipo 2 Obra Galón  Azul Horizonte",19974,19974,25966,25966,26965,26965,27964,27964,28962,28962,NO,sin_cambio_base
"GG106","Vinilo Tipo 2 Obra Galón Azul Cielo",19974,19974,25966,25966,26965,26965,27964,27964,28962,28962,NO,sin_cambio_base
"GG105","Vinilo Tipo 2 Obra Galón Azul Porcelana",19974,19974,25966,25966,26965,26965,27964,27964,28962,28962,NO,sin_cambio_base
"GG104","Vinilo Tipo 2 Obra Galón Azul Celeste",19974,19974,25966,25966,26965,26965,27964,27964,28962,28962,NO,sin_cambio_base
"GG10","Vinilo Tipo 2 Obra Galón  Miel Mostaza",19974,19974,25966,25966,26965,26965,27964,27964,28962,28962,NO,sin_cambio_base
"GG09","Vinilo Tipo 2 Obra Galón  Luz De Oro",19974,19974,25966,25966,26965,26965,27964,27964,28962,28962,NO,sin_cambio_base
"GG08","Vinilo Tipo 2 Obra Galón  Sol De La Tarde",19974,19974,25966,25966,26965,26965,27964,27964,28962,28962,NO,sin_cambio_base
"GG05","Vinilo Tipo 2 Obra Galón Camelia",19974,19974,25966,25966,26965,26965,27964,27964,28962,28962,NO,sin_cambio_base
"GC912","Vinilo Tipo 2 Obra Cuñete  Chocolate",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC911","Vinilo Tipo 2 Obra Cuñete  Sauce",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC900","Vinilo Tipo 2 Obra Cuñete Champaña",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC802","Vinilo Tipo 2 Obra Cuñete Lila",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC707","Vinilo Tipo 2 Obra Cuñete Pomarosa",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC706","Vinilo Tipo 2 Obra Cuñete Palo De Rosa",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC705","Vinilo Tipo 2 Obra Cuñete Curuba",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC704","Vinilo Tipo 2 Obra Cuñete Melon",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC625","Vinilo Tipo 2 Obra Cuñete  Verde Bruma",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC624","Vinilo Tipo 2 Obra Cuñete  Verde Oliva",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC623","Vinilo Tipo 2 Obra Cuñete  Verde Trebol",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC622","Vinilo Tipo 2 Obra Cuñete  Verde Aromatico",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC621","Vinilo Tipo 2 Obra Cuñete  Verde Herbal",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC620","Vinilo Tipo 2 Obra Cuñete  Verde Complice",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC615","Vinilo Tipo 2 Obra Cuñete Menta Fresca",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC610","Vinilo Tipo 2 Obra Cuñete Verde Manzana",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC609","Vinilo Tipo 2 Obra Cuñete Verde Seda",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC608","Vinilo Tipo 2 Obra Cuñete Verde Agua",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC607","Vinilo Tipo 2 Obra Cuñete Verde Chartreuse",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC602","Vinilo Tipo 2 Obra Cuñete Verde Claro",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC504","Vinilo Tipo 2 Obra Cuñete  Gris Estaño",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC501","Vinilo Tipo 2 Obra Cuñete Gris Nube",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC400","Vinilo Tipo 2 Obra Cuñete  Negro",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC312","Vinilo Tipo 2 Obra Cuñete  Blanco Ilusion",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC311","Vinilo Tipo 2 Obra Cuñete  Luz Tenue",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC310","Vinilo Tipo 2 Obra Cuñete  Blanco Novia",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC308","Vinilo Tipo 2 Obra Cuñete  Blanco  Arena",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC307","Vinilo Tipo 2 Obra Cuñete  Blanco  Luna",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC306","Vinilo Tipo 2 Obra Cuñete  Blanco Chantillí",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC305","Vinilo Tipo 2 Obra Cuñete  Blanco Manzana",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC304","Vinilo Tipo 2 Obra Cuñete Crema",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC303","Vinilo Tipo 2 Obra Cuñete Blanco Hueso",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC302","Vinilo Tipo 2 Obra Cuñete Blanco Ostra",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC301","Vinilo Tipo 2 Obra Cuñete Blanco Almendra",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC300","Vinilo Tipo 2 Obra Cuñete Blanco",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC214","Vinilo Tipo 2 Obra Cuñete  Rojo Dulce",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC213","Vinilo Tipo 2 Obra Cuñete Rojo Flamenco",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC212","Vinilo Tipo 2 Obra Cuñete  Rojo Tierra",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC211","Vinilo Tipo 2 Obra Cuñete  Rojo Canela",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC210","Vinilo Tipo 2 Obra Cuñete  Coral",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC208","Vinilo Tipo 2 Obra Cuñete Rojo Emociòn",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC202","Vinilo Tipo 2 Obra Cuñete Mora",81231,81231,105600,105600,109662,109662,113723,113723,117785,117785,NO,sin_cambio_base
"GC2","Vinilo Tipo 2 Obra Cuñete Blanco Sin Litrografia Recuperado",81231,81231,105600,105600,109662,109662,113723,113723,117785,117785,NO,sin_cambio_base
"GC113","Vinilo Tipo 2 Obra Cuñete  Azul Navegante",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC112","Vinilo Tipo 2 Obra Cuñete  Cielo De Abril",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC111","Vinilo Tipo 2 Obra Cuñete  Fiesta Del Mar",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC110","Vinilo Tipo 2 Obra Cuñete  Azul Horizonte",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC106","Vinilo Tipo 2 Obra Cuñete Azul Cielo",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC105","Vinilo Tipo 2 Obra Cuñete Azul Porcelana",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC104","Vinilo Tipo 2 Obra Cuñete Azul Celeste",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC10","Vinilo Tipo 2 Obra Cuñete  Miel Mostaza",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC1","Vinilo Tipo 2 Obra Cuñete Sin Litografia Blanco Nuevo",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC09","Vinilo Tipo 2 Obra Cuñete  Luz De Oro",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC08","Vinilo Tipo 2 Obra Cuñete  Sol De La Tarde",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC07","Vinilo Tipo 2 Obra Cuñete  Trigo Oikos",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GC05","Vinilo Tipo 2 Obra Cuñete Camelia",84556,84556,109923,109923,114151,114151,118378,118378,122606,122606,NO,sin_cambio_base
"GB913","Vinilo Tipo 2 Obra 1/2 Cuñete Marron",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB912","Vinilo Tipo 2 Obra 1/2 Cuñete Chocolate",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB911","Vinilo Tipo 2 Obra 1/2 Cuñete Sauce",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB900","Vinilo Tipo 2 Obra 1/2 Cuñete Champaña",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB802","Vinilo Tipo 2 Obra 1/2 Cuñete Lila",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB707","Vinilo Tipo 2 Obra 1/2 Cuñete Pomarosa",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB706","Vinilo Tipo 2 Obra 1/2 Cuñete Palo De Rosa",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB705","Vinilo Tipo 2 Obra 1/2 Cuñete Curuba",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB704","Vinilo Tipo 2 Obra 1/2 Cuñete Melon",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB625","Vinilo Tipo 2 Obra 1/2 Cuñete Verde Bruma",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB624","Vinilo Tipo 2 Obra 1/2 Cuñete Verde Oliva",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB623","Vinilo Tipo 2 Obra 1/2 Cuñete Verde Trebol",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB622","Vinilo Tipo 2 Obra 1/2 Cuñete Verde Aromatico",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB621","Vinilo Tipo 2 Obra 1/2 Cuñete Verde Herbal",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB620","Vinilo Tipo 2 Obra 1/2 Cuñete Verde Complice",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB615","Vinilo Tipo 2 Obra 1/2 Cuñete Menta Fresca",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB610","Vinilo Tipo 2 Obra 1/2 Cuñete Verde Manzana",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB609","Vinilo Tipo 2 Obra 1/2 Cuñete Verde Seda",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB608","Vinilo Tipo 2 Obra 1/2 Cuñete Verde Agua",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB607","Vinilo Tipo 2 Obra 1/2 Cuñete Verde Chartreuse",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB602","Vinilo Tipo 2 Obra 1/2 Cuñete Verde Claro",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB504","Vinilo Tipo 2 Obra 1/2 Cuñete Gris Estaño",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB501","Vinilo Tipo 2 Obra 1/2 Cuñete Gris Nube",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB312","Vinilo Tipo 2 Obra 1/2 Cuñete Blanco Ilusion",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB311","Vinilo Tipo 2 Obra 1/2 Cuñete Luz Tenue",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB310","Vinilo Tipo 2 Obra 1/2 Cuñete Blanco Novia",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB308","Vinilo Tipo 2 Obra 1/2 Cuñete Blanco  Arena",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB307","Vinilo Tipo 2 Obra 1/2 Cuñete Blanca  Luna",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB306","Vinilo Tipo 2 Obra 1/2 Cuñete Blanco Chantillí",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB305","Vinilo Tipo 2 Obra 1/2 Cuñete Blanco Manzana",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB304","Vinilo Tipo 2 Obra 1/2 Cuñete Crema",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB303","Vinilo Tipo 2 Obra 1/2 Cuñete Blanco Hueso",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB302","Vinilo Tipo 2 Obra 1/2 Cuñete Blanco Ostra",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB301","Vinilo Tipo 2 Obra 1/2 Cuñete Blanco Almendra",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB300","Vinilo Tipo 2 Obra 1/2 Cuñete Blanco",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB214","Vinilo Tipo 2 Obra 1/2 Cuñete Rojo Dulce",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB213","Vinilo Tipo 2 Obra 1/2 Cuñete Rojo Flamenco",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB212","Vinilo Tipo 2 Obra 1/2 Cuñete Rojo Tierra",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB211","Vinilo Tipo 2 Obra 1/2 Cuñete Rojo Canela",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB210","Vinilo Tipo 2 Obra 1/2 Cuñete Coral",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB208","Vinilo Tipo 2 Obra 1/2 Cuñete Rojo Emociòn",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB202","Vinilo Tipo 2 Obra 1/2 Cuñete Mora",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB113","Vinilo Tipo 2 Obra 1/2 Cuñete Azul Navegante",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB112","Vinilo Tipo 2 Obra 1/2 Cuñete Cielo De Abril",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB111","Vinilo Tipo 2 Obra 1/2 Cuñete Fiesta Del Mar",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB110","Vinilo Tipo 2 Obra 1/2 Cuñete Azul Horizonte",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB106","Vinilo Tipo 2 Obra 1/2 Cuñete Azul Cielo",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB105","Vinilo Tipo 2 Obra 1/2 Cuñete Azul Porcelana",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB104","Vinilo Tipo 2 Obra 1/2 Cuñete Azul Celeste",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB10","Vinilo Tipo 2 Obra 1/2 Cuñete Miel Mostaza",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB09","Vinilo Tipo 2 Obra 1/2 Cuñete Luz De Oro",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB08","Vinilo Tipo 2 Obra 1/2 Cuñete Sol De La Tarde",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"GB05","Vinilo Tipo 2 Obra 1/2 Cuñete Camelia",47187.6,47188,61344,61344,63704,63703,66063,66063,68423,68422,NO,actualizado
"FX916","Vinilo Tipo Superior  1/4 Cipres",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX906","Vinilo Tipo Superior  1/4  Castaño",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX900","Vinilo Tipo Superior  1/4 Champaña",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX802","Vinilo Tipo Superior  1/4 Lila",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX707","Vinilo Tipo Superior  1/4 Pomarosa",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX706","Vinilo Tipo Superior  1/4 Palo De Rosa",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX705","Vinilo Tipo Superior  1/4 Curuba",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX704","Vinilo Tipo Superior  1/4 Melon",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX621","Vinilo Tipo Superior  1/4  Verde Herbal",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX615","Vinilo Tipo Superior  1/4  Menta Fresca",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX610","Vinilo Tipo Superior  1/4 Verde Manzana",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX609","Vinilo Tipo Superior  1/4 Verde Seda",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX608","Vinilo Tipo Superior  1/4 Verde Agua",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX607","Vinilo Tipo Superior  1/4 Verde Chartreuse",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX602","Vinilo Tipo Superior  1/4 Verde Claro",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX501","Vinilo Tipo Superior  1/4 Gris Nube",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX304","Vinilo Tipo Superior  1/4 Crema",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX303","Vinilo Tipo Superior  1/4 Blanco Hueso",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX302","Vinilo Tipo Superior  1/4 Blanco Ostra",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX301","Vinilo Tipo Superior  1/4 Blanco Almendra",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX300","Vinilo Tipo Superior  1/4 Blanco",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX208","Vinilo Tipo Superior  1/4 Rojo Emociòn",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX202","Vinilo Tipo Superior  1/4 Mora",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX201","Vinilo Tipo Superior  1/4  Rojo Colonial",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX107","Vinilo Tipo Superior  1/4 Agua Marina",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX106","Vinilo Tipo Superior  1/4 Azul Cielo",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX105","Vinilo Tipo Superior  1/4 Azul Porcelana",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX104","Vinilo Tipo Superior  1/4 Azul Celeste",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX07","Vinilo Tipo Superior  1/4 Trigo",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX06","Vinilo Tipo Superior  1/4  Ocre",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FX05","Vinilo Tipo Superior  1/4 Camelia",6667.2,6667,8667,8667,9000,9001,9334,9334,9667,9667,NO,actualizado
"FT501","Vinilo Tipo Superior Tambor Gris Nube",1189532,1189532,1546392,1546392,1605868,1605868,1665345,1665345,1724821,1724821,NO,sin_cambio_base
"FT300","Vinilo Tipo Superior Tambor Blanco",880961.6,880962,1145251,1145250,1189299,1189298,1233347,1233346,1277395,1277394,NO,actualizado
"FJ906","Vinilo Tipo Lavable  1/2 Galón Castaño",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ903","Vinilo Tipo Lavable 1/2 Galón Cipres",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ900","Vinilo Tipo Lavable 1/2 Galón Chapaña",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ802","Vinilo Tipo Lavable 1/2 Galón Lila",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ707","Vinilo Tipo Lavable 1/2 Galón Pomarosa",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ706","Vinilo Tipo Lavable 1/2 Galón Palo De Rosa",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ705","Vinilo Tipo Lavable 1/2 Galón Curuba",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ704","Vinilo Tipo Lavable 1/2 Galón Melon",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ615","Vinilo Tipo Lavable 1/2 Galón Menta Fresca",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ610","Vinilo Tipo Lavable 1/2 Galón Verde Manzana",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ609","Vinilo Tipo Lavable 1/2 Galón Verde Seda",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ608","Vinilo Tipo Lavable 1/2 Galón Verde Agua",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ607","Vinilo Tipo Lavable 1/2 Galón Verde Chartreuse",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ602","Vinilo Tipo Lavable 1/2 Galón Verde Claro",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ501","Vinilo Tipo Lavable 1/2 Galón Gris Nube",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ304","Vinilo Tipo Lavable 1/2 Galón Crema",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ303","Vinilo Tipo Lavable 1/2 Galón Blanco Hueso",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ302","Vinilo Tipo Lavable 1/2 Galón Blanco Ostra",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
"FJ301","Vinilo Tipo Lavable 1/2 Galón Blanco Almendra",10342.71,10343,13446,13446,13963,13963,14480,14480,14997,14997,NO,actualizado
